Pipe Number,Date,Time,R1,R2,R3,R4,R5
P2,2026-05-14,14:16:05,35.13,36.05,42.08,42.88,38.68
P3,2026-05-14,14:16:05,35.04,43.57,35.64,42.45,39.17
P1,2026-05-14,14:16:43,36.29,35.3,38.97,36.59,40.5
P2,2026-05-14,14:16:43,44.66,38.96,41.66,40.87,43.68
P3,2026-05-14,14:16:43,35.93,42.76,42.02,39.63,41.32
P1,2026-05-14,14:17:23,43.05,35.36,44.24,36.69,38.09
P2,2026-05-14,14:17:23,42.07,37.29,44.95,42.84,44.11
P3,2026-05-14,14:17:23,43.33,44.14,37.59,37.04,35.19
P1,2026-05-14,14:18:01,35.26,35.09,35.39,36.1,38.8
P2,2026-05-14,14:18:01,43.36,43.77,43.19,41.23,41.22
P3,2026-05-14,14:18:01,37.46,35.99,43.31,36.59,38.01
P1,2026-05-14,14:18:40,37.32,41.08,38.02,45.0,39.87
P2,2026-05-14,14:18:40,41.34,42.88,39.67,44.93,39.44
P3,2026-05-14,14:18:40,44.64,39.61,39.38,42.53,43.67
P1,2026-05-14,14:19:19,36.59,38.03,43.39,38.5,35.43
P2,2026-05-14,14:19:19,39.06,40.44,43.67,43.6,43.56
P3,2026-05-14,14:19:19,40.57,43.62,41.21,43.54,38.19
P1,2026-05-14,14:19:58,43.41,41.04,37.69,44.19,36.68
P2,2026-05-14,14:19:58,44.26,42.76,39.39,40.43,41.29
P3,2026-05-14,14:19:58,37.47,41.17,43.07,39.19,43.86
P1,2026-05-14,14:20:31,39.92,39.02,40.32,40.82,41.94
P2,2026-05-14,14:20:31,44.76,39.75,36.81,41.08,40.72
P3,2026-05-14,14:20:31,42.57,44.23,43.17,42.61,41.84
P1,2026-05-14,14:21:05,37.66,40.4,35.98,35.57,35.37
P2,2026-05-14,14:21:05,44.04,37.49,37.72,44.95,38.44
P3,2026-05-14,14:21:05,41.32,43.21,36.09,35.6,37.28
P1,2026-05-14,14:21:39,37.73,44.48,43.0,41.02,42.39
P2,2026-05-14,14:21:39,40.89,37.43,41.71,38.72,43.34
P3,2026-05-14,14:21:39,44.27,40.93,40.52,43.17,35.94
P1,2026-05-14,14:22:13,39.13,38.78,41.69,39.34,35.0
P2,2026-05-14,14:22:13,42.7,42.87,43.03,43.97,40.98
P3,2026-05-14,14:22:13,43.5,42.9,35.68,44.93,44.17
P1,2026-05-14,14:22:46,41.75,36.63,41.59,44.29,42.25
P2,2026-05-14,14:22:46,36.59,44.29,39.0,36.18,36.06
P3,2026-05-14,14:22:46,37.27,40.88,44.03,44.84,42.03
